v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,target
2.29122,1.196,-1.59408,3.3392,-0.09406,2.24205,0.68463,2.42432,3.5105,-0.6668,-1.37379,1.72663,1.41613,1
-1.60325,3.56506,-0.04397,2.16572,3.93385,-3.99414,-1.30696,1.44134,0.96227,0.04891,-1.95594,0.60153,-0.08648,0
1.11749,-1.21416,0.58267,1.42049,-0.5611,2.91429,-2.00934,1.99473,0.97426,-1.22392,-1.77105,-0.84892,-0.96305,1
2.23308,-2.88546,0.18798,-0.26554,-1.20195,3.86997,-0.07902,2.55958,1.46092,0.10677,-1.37201,0.32939,-0.10132,1
0.44702,-2.82441,1.91936,-2.25435,1.52166,3.13613,-1.42488,2.0345,1.35026,-0.26156,-1.82283,-0.27251,-1.09754,1
0.30258,-3.47569,-1.88302,-1.48979,-1.24361,2.16842,0.94598,-0.73299,1.6127,0.66462,-0.57962,-2.79317,-0.25311,0
-0.73816,1.35901,0.50116,1.48906,2.10226,2.11212,-2.18624,-0.37784,2.67532,-2.65757,-1.18546,-1.23362,0.13226,1
1.25472,-0.15367,-0.49027,-0.07946,-3.15126,3.97511,1.60005,-3.13847,0.50792,-1.83262,3.07769,0.351,-0.23811,1
2.7979,1.43132,1.91031,2.03309,0.13703,1.80886,-0.34751,4.26909,0.47789,-0.3995,-0.81519,4.77426,-1.27611,1
4.67657,4.23141,2.05241,5.0312,-0.19324,0.25366,0.34469,7.25422,-0.06165,0.21544,-0.975,8.88314,0.16777,1
0.18557,-0.64705,-0.08816,2.38367,-2.79507,1.85991,-2.48282,-0.65783,-1.20981,-1.94625,-0.24991,-2.91095,1.8685,1
-2.89159,1.57894,-0.20286,-1.05305,3.79173,-1.90251,-0.62016,-2.31136,1.69949,-0.70205,-0.3644,-1.83576,-0.70348,0
0.98403,-4.86188,-0.75912,-1.90394,-2.4524,5.47749,-0.10727,-1.00377,1.64818,-0.76789,-0.29716,-3.37634,-0.40466,1
3.07115,2.81875,0.86411,4.24981,-3.44982,5.18402,-0.34432,-0.24049,0.6551,-3.77333,2.22603,3.12226,-1.47955,1
-1.74522,-1.4812,0.61395,0.49473,-0.05077,2.75556,-3.97156,-1.93713,0.48928,-2.99097,-1.23924,-5.33636,0.06654,0
0.39857,0.47998,-1.3103,2.72706,-2.00693,-2.37529,-0.47969,1.16802,-1.8961,0.87087,-0.69147,-0.77298,-0.22296,1
1.0987,-0.96273,-1.36201,1.38413,2.12864,3.14732,-0.51482,2.65942,5.21765,-0.64237,-3.28245,-0.73227,1.68749,1
-1.81802,-3.05636,-3.19678,-2.96215,-3.84144,6.57403,1.86537,-10.39397,2.76879,-3.6676,4.59438,-7.14193,1.15882,0
3.04647,2.41336,1.70164,4.5405,-1.75446,2.85498,-1.68382,3.40507,-0.13385,-2.18242,-0.37041,3.674,0.50859,1
-0.8,-0.40149,-1.7372,2.78452,-3.14223,-0.30424,-1.95255,-1.93404,-1.63211,-1.23081,-0.11165,-4.57623,0.21481,1
-1.33377,-0.80944,-2.94461,0.98135,-1.04728,-0.83698,-0.055,-2.35804,0.7355,-0.06836,-0.41409,-4.42554,-0.60315,0
-2.19026,-0.28521,-2.70044,3.80627,-2.13339,-1.23771,-3.42874,-2.41938,-0.8385,-1.73502,-1.55377,-7.43386,0.26872,0
0.15328,2.19547,-2.83829,4.40522,-4.31821,0.34368,0.14188,-3.65504,-0.69198,-2.15003,2.1785,-2.3957,-0.84826,1
-2.33525,-1.44773,3.30594,-4.01094,1.66675,2.79011,-2.39114,-3.3589,-0.55752,-2.48131,1.18802,-2.26484,-1.3195,1
-2.69235,-0.85459,1.00934,-4.96815,2.98658,1.64472,0.61045,-4.68765,1.89381,-1.23709,1.78559,-1.74419,-0.9886,0
-0.60163,-2.92379,-2.06686,-1.40733,-0.85725,1.46975,0.58916,-1.84325,1.49937,0.27913,-0.37175,-3.73887,-1.25746,0
-0.62206,-0.85203,-1.90247,3.76764,-3.14827,1.6726,-3.17417,-1.72406,-0.25592,-2.47815,-1.0787,-5.93455,-0.70742,0
-0.23161,-2.874,-1.52025,-1.44426,-1.46243,3.63072,0.4044,-2.77806,1.9463,-1.03187,0.47453,-3.58814,2.24802,0
-1.58876,-1.12376,-1.5172,-1.44555,-1.40112,3.27846,0.41335,-6.02587,1.62548,-2.46083,2.35076,-4.32244,-0.48184,0
-2.39856,-0.01342,1.96112,-3.96403,5.00695,1.88429,-0.68171,-2.30151,3.13462,-1.65006,-0.00339,-0.6615,0.13326,0
0.61343,-1.03337,-0.89771,0.72376,-3.31293,-0.32813,0.3426,-0.59723,-2.24552,0.54175,0.904,-1.03411,0.87403,1
-0.22188,-1.27142,-1.45805,1.21675,-2.31799,-3.53977,-0.4484,1.08626,-3.14711,2.1403,-0.99057,-2.12675,-0.50811,1
-0.99359,1.02218,0.76073,0.41231,2.69435,0.63931,-1.70769,0.19192,1.92374,-1.44774,-1.31472,-0.65648,0.66516,1
3.0226,2.08603,0.16407,2.30921,-4.62941,6.35591,1.75339,-3.06175,0.8832,-3.76047,4.5016,3.02656,-1.03792,1
0.32336,0.15255,-1.51964,3.26371,-2.81995,-3.90976,-0.89726,1.85343,-3.43759,1.67438,-1.11817,-1.32768,0.15997,1
0.26439,-3.85092,0.06253,-0.16043,-2.70064,6.7549,-2.6648,-2.07802,1.43416,-3.24624,-0.41046,-5.14765,-0.76319,0
2.85379,1.63332,-0.50006,2.50373,-5.11573,2.65515,2.07456,-1.43989,-1.36823,-1.34153,3.66064,2.97952,0.04592,1
-0.03726,3.35301,-3.16393,3.28862,-2.40339,-0.90976,2.08759,-3.77997,0.56483,-1.18592,2.68735,-0.34456,0.69701,0
1.59091,1.05252,-0.33763,2.79088,-3.24629,1.7255,-0.10782,-0.36645,-0.87965,-1.41842,1.29604,0.67096,-0.0691,1
-3.56412,1.47198,0.63484,-3.55394,5.66172,-1.78596,0.28298,-3.15029,2.45386,-0.44105,0.29083,-0.88426,-0.56737,0
1.12565,1.47208,-2.20176,2.54252,-4.91497,1.4884,1.87818,-3.79612,-0.89099,-1.53412,3.5783,-0.29702,-0.24798,1
-1.2566,1.13849,-0.02976,1.2655,2.281,-1.28678,-1.82567,0.66469,1.00643,-0.5974,-1.85124,-1.33868,0.31508,0
-1.17891,0.73687,-0.16442,2.83111,-0.45067,2.42589,-3.5351,-1.98115,1.05465,-3.64075,-0.78242,-4.17643,-0.2857,0
2.56936,-4.14427,1.73284,-1.90162,-1.15843,3.87699,-0.30849,3.82402,0.05999,0.94537,-1.49882,1.33944,-0.64094,1
-0.07833,0.7699,-1.82269,0.9589,-1.24291,-0.29501,1.25407,-1.9114,0.43387,-0.1935,1.1399,-0.71421,0.74849,0
0.33269,0.80687,-1.00756,2.91367,-1.90885,0.04445,-1.01261,-0.17731,-0.54089,-0.96047,-0.17344,-1.31262,-1.95579,1
-1.6391,-0.98047,-1.52831,-1.97469,-0.5074,4.75014,0.76221,-6.73376,3.3382,-3.20659,2.55627,-4.18012,-0.303,0
-1.26093,-1.19189,-0.31832,1.16936,-0.73846,2.33537,-3.07621,-1.84236,0.62525,-2.52303,-1.01549,-4.93291,-1.62722,0
-0.40807,0.82341,-2.85166,6.04758,-2.83471,-1.57982,-3.05515,0.28386,-0.9115,-1.18821,-2.18095,-4.93707,-1.42821,0
0.3496,0.99504,-2.28554,2.56065,-4.16356,0.83831,0.83627,-3.51778,-0.83683,-1.46063,2.47333,-1.80444,-0.382,1
-2.1508,2.08284,-0.72762,-0.06016,2.62997,-1.546,-0.02874,-2.40011,1.64255,-0.85412,0.22092,-1.20753,-0.64157,0
-1.64763,0.17046,-2.32963,-0.29245,-0.8654,-0.7002,1.09901,-4.24317,0.46426,-0.45424,1.57748,-3.08591,0.99614,0
-2.18109,2.14629,-0.66788,-1.08276,3.44908,-1.02088,0.83413,-2.87478,2.62849,-0.82375,0.65431,-0.48963,-0.64263,0
2.38073,0.73956,0.22765,2.11978,-5.11626,5.20721,0.5228,-2.58527,-0.65333,-3.12196,3.53959,1.09774,1.47726,1
-0.94074,-0.16908,-2.67526,0.76445,-3.336,2.07426,0.7818,-5.83922,0.51446,-2.16774,2.7228,-4.15814,-0.15718,0
-3.75391,4.5166,1.11789,-1.43399,7.19364,-5.39664,-0.20467,-1.12993,1.41416,0.21717,-0.45501,1.39028,-1.01281,0
0.03064,-3.24048,0.02712,-1.1313,-2.6656,5.06345,-1.25216,-2.74693,0.4456,-2.23579,0.77941,-3.88071,-0.17973,1
1.64696,1.80195,-1.36189,3.15202,-4.56626,2.14618,1.12554,-2.54199,-0.74323,-1.96561,3.01515,0.57691,0.33721,1
0.1402,-0.42537,-0.27792,0.06789,0.18482,3.71981,-0.38817,-1.42591,2.72692,-2.08257,0.09057,-1.2528,-0.44054,1
-0.48159,-1.09353,-1.58358,2.08845,-1.14079,-0.13754,-1.84734,0.2018,0.0751,-0.38869,-1.82253,-3.80978,-1.76566,0
1.2618,1.89298,-1.13671,4.16354,-2.54533,-1.70605,-0.30883,1.45512,-1.69338,0.12067,-0.13108,0.76018,0.73666,1
-1.47056,3.7719,1.375,0.94086,5.41275,-4.72122,-1.12569,2.8686,0.58558,0.82992,-2.18429,2.67862,-0.37716,0
0.29901,1.82276,-2.0787,4.27329,-1.49958,-4.41707,-0.42708,2.07537,-1.911,1.44552,-1.37619,-0.3717,-0.58406,1
0.55552,1.68867,-1.36906,2.52049,-1.53868,0.64542,0.43082,-1.20293,0.64647,-1.20583,0.92996,-0.06908,0.25986,0
-0.58372,-3.33624,-2.26849,1.11695,-2.9083,1.10775,-1.81489,-1.08611,-0.37197,-0.35347,-1.48545,-6.1158,0.70677,0
0.05252,0.21658,-0.6316,0.32704,-0.75892,1.3114,0.38524,-1.55161,0.76672,-0.94546,0.86937,-0.59917,-0.92229,0
2.59519,-1.54631,1.95571,0.44259,-1.06543,2.86594,-0.97821,3.99928,-0.36459,0.02517,-1.25387,2.40643,-0.78634,1
2.46078,0.1519,2.15987,2.81813,-2.47264,3.48872,-2.40634,2.6916,-1.20449,-2.00771,-0.42786,1.66017,1.60438,1
-2.9235,-0.81428,-0.31656,-3.82916,2.37884,2.87973,0.35441,-6.08043,3.26688,-2.37428,1.74994,-3.68666,-0.00812,0
-0.89738,1.44995,-4.11495,2.96092,-5.3026,1.76461,1.2365,-7.78628,0.10675,-3.0949,4.11506,-4.78911,-1.32072,1
0.1839,-0.22709,-1.87737,0.24009,-2.73139,0.74883,1.68207,-2.96355,-0.20903,-0.31721,2.12075,-1.19439,0.78873,0
-0.77474,-1.63734,2.33073,-2.55044,4.49732,2.45237,-2.10018,1.99035,2.95806,-0.76084,-2.72137,-0.366,-0.13783,1
-1.81891,0.31512,0.74358,0.26085,2.2758,0.46943,-2.72857,-0.6742,1.16115,-1.78203,-1.48247,-2.65338,-1.01001,0
0.61452,0.76029,-0.21728,3.05556,-1.76378,1.61742,-1.78796,0.04124,-0.06283,-1.92988,-0.32118,-1.17092,-1.82878,1
-1.88576,0.73208,-1.4227,-3.27125,3.3716,-0.30306,2.96615,-3.68293,3.58742,0.22907,1.44877,-0.10782,-0.49998,0
0.99641,3.73346,-1.78321,5.91045,-2.84319,1.14399,-0.73658,-1.45073,0.56724,-2.96436,1.09965,-0.30427,-0.28445,1
-0.61512,-0.59653,-1.23895,-0.88793,-1.54353,0.71095,1.13924,-3.27377,-0.03036,-0.44218,1.82737,-1.76902,1.00478,0
-0.89275,0.41528,-1.69498,-0.18821,-0.52152,1.81102,1.02402,-4.10525,2.00441,-1.66975,1.74026,-2.0977,1.56555,0
1.29621,1.2295,-2.36841,1.451,-6.81169,5.73659,2.98327,-8.10229,0.28716,-3.96987,6.64048,-1.01017,1.00736,1
2.48564,-0.51345,-0.8036,2.37584,-2.11199,3.36155,0.13095,1.74357,1.59601,-0.84973,-0.5842,0.77123,0.75262,1
-0.30255,0.94282,-2.07293,2.69481,-3.29768,2.25129,-0.38227,-4.25589,0.43148,-2.84239,1.94285,-3.28212,0.21661,1
0.4053,3.03202,-0.26989,3.01572,-1.07013,2.31599,-0.44563,-2.22053,1.24566,-3.16864,1.66752,0.39872,1.58373,1
-0.8785,-1.21483,-1.15756,0.80945,-0.99754,2.04306,-1.57568,-2.06013,1.06399,-1.76324,-0.4936,-4.20724,-0.90325,0
0.93299,-1.49001,2.37451,-1.58438,-0.4708,2.22661,-0.7583,1.16314,-1.06392,-0.31171,0.21509,1.32146,0.37804,0
2.32092,0.53794,1.86701,2.8649,-2.68236,4.90284,-2.16616,1.07076,-0.22932,-3.13995,0.42849,1.21673,-0.03442,1
-1.37976,-0.80467,-2.00266,-0.82538,-0.2164,1.44017,0.62894,-3.86777,2.03123,-1.11844,0.86503,-3.50925,-1.94274,0
0.92825,-1.3374,0.408,1.312,-1.43102,3.61852,-1.95909,0.58635,0.74951,-1.84574,-0.91897,-1.6049,-0.56761,1
-3.20228,1.04129,-0.28519,4.64386,-0.26901,-1.59717,-6.60057,-1.41733,-1.70465,-3.26526,-2.71588,-7.59314,0.71901,0
0.35757,-0.9527,-1.86043,3.08436,-2.36153,1.75643,-1.78136,-0.17735,0.69214,-1.39964,-1.32167,-3.70722,-0.82613,0
-0.06472,0.0489,1.99499,0.08154,0.14966,2.59986,-2.10893,-0.30443,-0.02932,-2.18889,0.06832,-0.32294,-0.71223,1
-2.0343,0.26551,-3.30125,2.65106,-0.26089,-4.72014,-1.09202,-0.48693,-0.75206,1.21203,-2.03616,-4.73527,-0.11589,0
-0.34452,0.85623,-4.01905,2.82295,-4.2729,1.62963,1.26113,-5.63129,0.90728,-2.19842,2.69119,-4.00637,0.45237,0
-2.49146,-1.03963,0.21454,-4.72508,2.11164,3.84438,1.00589,-6.40055,3.25291,-2.46087,2.58437,-2.68736,1.20961,0
3.23909,-1.27884,1.99177,2.58765,-3.3172,2.90288,-2.14464,4.4727,-2.12223,-0.55076,-1.21593,1.90467,0.39533,1
-0.13828,3.35642,1.97395,2.01546,-0.51307,1.28545,-1.59951,-1.78998,-1.02452,-3.15757,2.00615,1.3711,0.39214,1
-0.02889,-0.71296,-0.8606,2.18881,-2.20114,-1.91718,-1.57125,1.09601,-2.43929,0.65692,-1.19341,-2.24983,0.14309,1
0.55828,0.73939,-3.3703,2.47346,-5.48529,1.65762,1.97658,-5.15313,-0.48028,-1.66497,3.63048,-2.33207,-1.41299,1
-0.99815,2.17658,-1.25303,1.06716,0.62059,-2.00994,0.70901,-1.65905,0.39552,-0.1742,0.72148,-0.22534,1.14869,0
2.99918,0.85791,0.92243,2.851,1.26266,0.96172,-0.63048,6.5118,1.79125,0.63103,-3.08249,4.2375,-0.68287,1
2.56336,-0.69368,0.4292,1.34465,0.50871,2.50514,-0.19481,4.47051,2.23515,0.2455,-2.28254,2.46162,-0.81883,1
-0.24997,-1.95503,1.87541,1.0988,0.13147,4.13928,-4.79935,1.10172,0.73481,-2.95969,-2.55359,-3.57885,-0.63956,0
-0.63769,0.268,-0.66594,0.07621,-0.21161,0.36447,0.08999,-1.80958,0.50018,-0.74346,0.63564,-1.24418,0.92981,0
0.45437,1.02772,-1.17754,3.42661,-2.41816,-0.37979,-1.01749,-0.08732,-1.03774,-0.85233,-0.07835,-1.27048,0.90612,0
-1.31324,-4.29723,-0.12157,-3.73977,2.78879,4.88483,-1.13601,-1.26122,4.7142,-1.24359,-2.1084,-4.42447,1.14201,1
-1.50494,-1.58274,2.09343,-1.78727,-1.24024,2.9288,-2.59258,-3.45628,-1.70675,-2.68532,1.44212,-3.30409,-0.2306,1
1.17564,0.55255,-1.69302,2.8022,-3.4783,1.3099,0.3859,-1.17351,-0.30579,-1.05942,1.13913,-0.77343,-0.2423,0
3.24293,1.13013,1.17631,1.46935,-1.71071,1.20371,1.37927,3.20803,-0.77178,0.51151,0.78434,5.34795,0.44309,1
2.64132,-0.82688,4.21707,0.21759,0.9838,1.19568,-2.26408,7.02163,-1.54705,0.77326,-2.60725,4.66589,0.11479,1
1.58379,-0.21393,0.9277,0.38264,0.78169,2.09652,-0.19365,2.65878,1.56614,-0.21549,-1.15043,2.11394,-1.46711,1
-2.51872,1.64196,0.52905,-2.00392,4.17665,-2.83064,0.15983,-1.34478,0.90558,0.35875,-0.08806,0.04258,1.79779,0
0.61249,0.68864,-1.1353,1.80637,-1.21313,-0.69838,0.39851,0.38357,-0.22935,0.24663,-0.01195,0.13461,0.02135,0
0.21951,-4.76012,-1.88209,2.22915,-4.77612,3.4161,-3.53893,-0.37949,-0.84884,-1.42377,-2.19565,-7.59271,-2.22141,0
-0.19512,0.42821,-1.20072,4.56917,-2.98526,-1.68654,-3.0042,0.67184,-2.57462,-0.75722,-1.42899,-3.4672,-0.49539,1
-1.49941,1.09099,-0.83599,1.53977,1.79171,-2.14088,-1.52152,0.21928,0.69387,-0.20217,-1.76729,-2.04595,0.67546,0
-0.21273,0.047,-3.499,1.89243,-3.66415,3.25911,1.08265,-5.53994,1.92984,-2.62477,2.43285,-4.06344,0.70263,0
-3.60144,-3.30985,-4.61403,-0.29355,-4.8347,-2.29621,-0.50836,-7.30393,-2.89785,0.06999,1.478,-10.39438,0.83529,1
1.56061,2.06166,0.53351,1.55853,1.77425,1.39366,0.45535,2.39137,2.6125,-0.6494,-0.73858,3.53013,-0.39673,1
-0.71975,0.14724,-3.84112,0.86525,-4.07662,-1.27762,2.54118,-5.11559,-1.094,0.18968,3.04437,-3.04631,-0.78412,1
0.74414,0.22139,-0.25063,3.35707,-2.07191,-1.62311,-1.97703,2.46932,-2.36343,0.31499,-1.53765,-0.78167,-0.41019,1
2.4733,0.27519,0.30702,0.77034,-3.38707,2.53126,1.6346,-0.14804,-0.93305,-0.52629,2.36684,2.84789,0.40956,1
4.4516,2.26498,2.09877,2.42291,-3.28827,6.21716,1.24373,1.04954,0.64213,-2.84482,2.99504,6.37512,-1.00451,1
0.56293,-2.61836,-1.11007,-0.64505,0.09246,0.50445,0.23179,1.88331,1.21716,1.43682,-1.99767,-1.27551,0.56194,0
0.46143,-0.28904,-0.81571,2.00327,-0.89529,3.42642,-1.35916,-0.63923,2.18941,-2.30222,-0.68043,-2.14462,-0.93103,1
0.1995,-0.05043,-2.44736,0.95583,-4.28478,0.34569,1.82293,-3.88818,-1.27709,-0.41841,2.89698,-1.80359,-1.83116,1
0.47254,-0.30454,-0.77089,2.39089,-2.63675,-1.34676,-1.10067,0.96096,-2.35577,0.41437,-0.58583,-1.35986,-0.20878,1
1.54749,0.66052,-0.94857,0.24075,-4.05631,5.39261,2.49822,-4.98672,1.19682,-2.90615,4.64313,0.69408,2.10392,1
0.48775,0.00657,-1.48083,1.17129,-3.67727,1.828,0.84442,-3.1865,-0.59657,-1.35189,2.37657,-1.46121,-0.10173,1
0.71643,1.12437,2.77351,0.06514,1.78239,0.59917,-1.30608,2.61716,-0.21842,-0.54962,-0.7242,3.04346,-0.68468,1
-1.4786,-0.32501,-1.4789,-0.81079,-0.50706,-0.00656,0.58917,-3.57861,0.43639,-0.5826,1.23381,-2.78391,0.99734,0
-0.43354,-1.80142,0.91049,-0.42108,0.22119,3.45958,-2.39677,-0.51444,1.21375,-2.03439,-1.05456,-2.75493,-0.48935,1
0.46135,0.09374,-1.4591,1.06027,-2.59836,0.29616,0.98078,-1.67037,-0.63534,-0.22706,1.4143,-0.73602,0.26141,1
1.82613,1.2412,-0.37003,2.52961,-3.12781,1.67399,0.53155,-0.3021,-0.69451,-1.15438,1.59267,1.45749,0.03663,1
0.37811,0.07835,2.62092,1.12749,0.59424,1.29042,-3.23623,2.48953,-0.898,-1.38565,-1.60839,0.35886,-0.86824,1
1.04283,0.53457,-0.87398,0.9099,-3.89538,5.48242,1.1531,-4.9541,1.17709,-3.52418,3.85989,-0.7449,0.67485,1
0.70594,-0.09059,1.19945,1.35855,-1.6073,2.60719,-1.89169,0.02226,-0.6511,-1.99349,0.17903,-0.47774,-1.10122,1
-0.46426,-0.76568,-1.91696,0.21431,-3.35834,2.41262,0.68398,-4.83384,0.0853,-1.81146,2.50831,-3.37207,0.02604,1
-1.61468,2.72329,0.14289,0.43654,2.98067,-2.2112,-0.32876,-0.74419,0.9767,-0.4934,-0.18379,0.42145,-0.26747,0
3.27865,-1.12433,-1.97907,2.56191,-2.72162,4.35768,1.24226,1.87128,2.87706,-0.54092,-0.64158,0.81871,-0.44899,1
-0.95505,2.52345,-1.35562,0.78039,0.48147,-0.80122,1.28221,-2.96594,1.17734,-0.94463,1.6886,-0.03356,-0.25238,0
-0.59786,0.82744,5.87662,-1.51335,4.2619,-0.28684,-4.03315,4.02307,-1.77606,-0.78407,-2.02066,3.01999,-0.22458,1
-1.71751,-1.14237,-2.74031,-1.48216,-0.26134,0.64843,1.47846,-4.52314,2.02054,-0.41427,1.15381,-3.91946,1.33142,0
-0.18508,-3.97282,-2.87457,1.18825,-3.68597,1.04523,-1.3352,-0.8087,-0.51746,0.215,-1.56352,-6.29373,0.1119,0
0.65168,2.64079,-3.38379,3.72119,-4.14834,-2.19001,2.32327,-2.64228,-1.46021,0.09276,2.64173,-0.05613,-0.48412,1
-0.77776,-2.4356,-1.74397,-0.4558,-0.43544,0.20706,-0.42746,-0.6116,0.80023,0.49582,-1.33098,-3.76962,-1.41626,0
-2.02382,1.00547,-0.0868,-0.6367,3.16313,-0.5841,-0.798,-1.42983,2.03975,-0.90993,-0.71788,-1.54953,0.77802,0
-2.5206,3.05398,0.95514,-0.19783,6.31436,-2.94444,-1.35893,0.71127,2.48708,-0.3603,-2.05563,0.53963,0.39127,0
2.27008,2.21694,1.11981,6.43597,-1.24269,-2.82897,-3.51964,7.15649,-2.96343,0.55746,-3.58466,2.35495,0.61207,1
2.34212,-1.37543,0.45599,0.8444,-1.62787,3.00349,-0.1472,2.45122,0.5234,-0.19624,-0.70727,1.32017,-1.0059,1
-0.13197,2.69184,-1.72746,3.60876,-0.83054,-2.32732,-0.11893,-0.25089,-0.34285,-0.31474,-0.00512,-0.28546,-1.96702,0
-0.25105,2.14517,-0.28154,0.69372,1.06946,-0.91761,0.75803,-0.58656,0.80036,-0.30391,0.62694,1.33573,1.3228,0
2.49103,1.18869,-0.24864,2.14458,-3.92339,1.71829,1.50743,-0.20646,-1.29537,-0.65666,2.41447,2.72819,-1.34462,1
2.05052,1.91029,-3.05127,5.5477,-5.13244,-0.31574,0.87162,-0.29012,-1.14783,-0.52045,1.13432,-0.11052,-0.70907,0
0.33217,-2.40723,-1.73635,-0.92344,-0.86417,2.14166,0.96863,-0.847,1.93402,0.20776,-0.32729,-2.08251,2.36297,0
-2.2156,0.95675,-0.90055,-2.23024,1.55754,0.53725,1.45352,-5.18803,2.01272,-1.34524,2.31329,-1.62236,0.28682,0
-1.52086,4.21718,-2.3245,3.14188,0.38335,-3.97983,0.67311,-2.37944,0.02114,-0.41596,0.98811,-0.54305,1.49664,0
-1.09757,0.49195,-0.621,1.18146,1.32469,-0.51926,-1.48332,-0.09221,1.14727,-0.7368,-1.46549,-2.09791,-1.2089,0
-0.95578,-0.27759,-2.0482,2.0108,-1.40543,0.61972,-1.2631,-2.14564,0.70631,-1.43911,-0.42119,-4.24583,1.01842,0
-1.57043,-1.72395,-1.42822,1.04895,-1.09895,0.58078,-2.43572,-1.79949,0.05312,-1.23663,-1.2931,-5.71441,-0.31704,0
-1.86876,0.46866,-0.01364,-1.9058,1.78411,-0.19869,0.36582,-2.94439,0.99154,-0.69137,1.01532,-1.19773,0.81602,0
-2.73254,2.28035,5.97433,-4.37557,8.37385,-2.11766,-2.47755,1.90303,0.16324,-0.35529,-1.27483,3.76478,1.1645,1
0.97897,-0.06104,-0.6761,1.17458,0.42476,1.25744,0.0517,1.57603,2.01733,-0.14849,-1.25976,0.40564,-0.28437,0
0.94351,-0.90839,0.67522,0.6497,-0.47526,2.8146,-1.23699,1.06793,0.89319,-1.17475,-0.83714,-0.28696,-0.1792,1
-2.54969,0.2583,0.70075,-3.24874,4.08834,1.8286,-0.14971,-3.60996,3.41859,-1.89671,0.55948,-1.64289,0.5704,0
-1.87005,-1.27249,0.32103,-3.6494,1.28362,3.37873,0.36694,-4.85635,2.28617,-2.05239,1.83793,-2.52812,0.62637,0
1.11721,0.50895,-0.15838,3.82438,-3.55963,0.64096,-2.01017,0.69398,-2.18333,-1.31841,-0.11333,-1.05958,-0.72799,1
-1.33939,1.04796,-1.99714,-0.84014,-0.92115,2.30844,2.00178,-6.55284,2.19462,-2.35214,3.50146,-2.1592,-0.38538,1
-1.09555,-2.98382,-2.00981,2.15605,-2.90975,0.57957,-3.28795,-0.91004,-1.02754,-0.91058,-2.1276,-7.21051,-0.42338,0
-2.22383,2.94491,-1.41186,0.80909,2.2258,-2.30463,0.33487,-2.91223,1.51237,-0.8758,0.60939,-1.20815,0.3897,0
-1.37331,2.12637,0.1773,0.9323,3.52431,-3.42272,-1.02787,1.63051,0.65166,0.60022,-1.94949,0.41794,0.07054,0
-0.4698,-2.65725,-2.24672,3.32474,-3.49779,0.36427,-3.38218,0.06373,-1.2531,-0.76108,-2.47587,-6.73127,0.50733,0
1.02693,0.63755,-1.27595,1.82034,-3.06619,0.17165,1.01971,-1.01138,-1.06429,-0.20728,1.52591,0.21258,-1.13334,1
0.2768,-0.92657,-0.25742,1.82224,-2.92214,4.48487,-2.10624,-2.34098,0.46617,-3.28809,0.58758,-3.4066,-0.85127,1
-2.41822,-2.59511,-3.54611,-0.88758,-3.08511,-1.92411,0.51273,-4.98672,-1.69259,0.74637,1.09862,-6.80927,0.71651,1
-0.29283,-1.87416,2.48517,-2.09322,2.62683,2.50515,-2.18106,1.79074,1.32859,-0.77325,-1.97138,-0.33922,-2.10795,1
-1.07797,0.61298,-0.78781,1.67904,0.38151,0.7695,-1.74807,-1.35483,1.3051,-1.84338,-0.77068,-2.86447,-0.12438,0
0.79496,2.95197,-1.45403,5.07251,-0.67109,-3.95118,-0.69299,3.07586,-1.18379,0.91561,-1.67278,1.1114,0.35427,0
2.91457,-0.99269,-0.12127,2.63292,-1.28325,2.80493,-0.72659,4.31079,1.41606,-0.0957,-2.23816,1.3957,0.74227,1
1.13703,0.83386,1.88437,1.15353,1.43511,1.36998,-1.50877,3.09919,0.83486,-0.79728,-1.50895,2.27514,1.0114,1
0.3585,0.67208,-1.63189,2.73195,-3.67444,0.89833,-0.19968,-2.36979,-0.99339,-1.51107,1.51053,-1.95908,-0.14092,1
0.97192,-0.82132,2.13883,0.21272,0.62469,1.91743,-2.0244,2.86789,-0.00056,-0.63143,-1.62299,0.95087,-1.48057,1
-2.8377,-1.51219,-3.92169,2.11649,-3.25035,-4.03759,-1.66764,-3.4743,-2.80222,0.57054,-0.66107,-8.20218,-2.09682,1
0.48753,0.05492,-2.87089,2.34735,-5.06287,3.17925,0.9191,-4.95412,0.29335,-2.49095,2.93334,-3.19818,-0.05097,0
0.95226,-1.76826,-0.19206,2.31293,-0.74742,0.88189,-2.58689,3.4938,0.11821,0.01085,-3.24882,-1.9039,-0.819,0
0.42338,1.68835,4.15625,-0.83683,3.48519,0.46832,-1.65729,3.19526,-0.06434,-0.67019,-0.87463,4.32604,-1.03721,0
-0.35637,-1.36658,0.27805,0.48294,-1.44874,3.49105,-2.18329,-1.81479,0.42085,-2.51126,-0.00663,-3.31594,0.37468,1
-2.71356,1.42599,0.89737,-0.28463,3.18962,0.55784,-2.46953,-2.58532,1.76848,-2.65912,-0.45374,-2.70049,1.28376,0
-2.77808,0.79021,-0.64247,-1.76898,2.27792,1.07695,-0.03676,-5.05916,2.57704,-2.1834,1.29836,-3.03852,2.16262,0
-0.69319,-0.55055,-1.00037,4.39255,-1.90531,0.23996,-4.48341,0.6417,-0.85936,-1.91568,-2.72212,-5.38475,-1.97264,0
